,ID,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,GENDERIndex,GENDERclassVec,STATUSIndex,STATUSclassVec,HOMEOWNERIndex,HOMEOWNERclassVec,features,rawPrediction,probability,prediction,predictedLabel
222,704,F,M,1,56722,N,61,17371,51,8685,868,12,2,6,868,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,704.0,1.0,56722.0,61.0,17371.0,51.0,8685.0,868.0,12.0,2.0,6.0,868.0]","[2.3843456678654147,16.77880453113975,0.8368498009948354]","[0.11921728339327076,0.8389402265569875,0.041842490049741776]",1.0,Low
223,707,M,S,1,76529,N,58,18461,20,9230,923,5,5,8,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,707.0,1.0,76529.0,58.0,18461.0,20.0,9230.0,923.0,5.0,5.0,8.0,0.0]","[16.685466300064057,1.9070977757358405,1.407435924200101]","[0.8342733150032029,0.09535488878679202,0.07037179621000506]",0.0,High
224,710,F,M,0,77000,N,55,27562,45,13781,1378,11,2,8,1378,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,710.0,0.0,77000.0,55.0,27562.0,45.0,13781.0,1378.0,11.0,2.0,8.0,1378.0]","[3.4033042012024595,15.589811710013947,1.0068840887835928]","[0.17016521006012297,0.7794905855006974,0.05034420443917964]",1.0,Low
225,713,M,M,0,73400,Y,53,0,0,0,0,0,0,0,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","(16,[1,4,6,7],[1.0,713.0,73400.0,53.0])","[19.619791666666668,0.0,0.3802083333333333]","[0.9809895833333334,0.0,0.019010416666666665]",0.0,High
226,714,F,M,0,53432,Y,57,12561,83,6280,628,20,4,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,714.0,0.0,53432.0,57.0,12561.0,83.0,6280.0,628.0,20.0,4.0,9.0,0.0]","[14.054671949500305,3.4287222830236157,2.51660576747608]","[0.7027335974750153,0.1714361141511808,0.125830288373804]",0.0,High
227,716,M,S,1,16432,Y,21,20412,80,10206,1020,20,3,10,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,716.0,1.0,16432.0,21.0,20412.0,80.0,10206.0,1020.0,20.0,3.0,10.0,0.0]","[15.783106629296585,2.5033733675208256,1.7135200031825883]","[0.7891553314648294,0.1251686683760413,0.08567600015912943]",0.0,High
228,718,M,S,1,71329,Y,42,14271,45,7135,713,11,2,5,713,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,718.0,1.0,71329.0,42.0,14271.0,45.0,7135.0,713.0,11.0,2.0,5.0,713.0]","[2.3843456678654147,16.83671958905481,0.7789347430797775]","[0.11921728339327073,0.8418359794527405,0.03894673715398887]",1.0,Low
229,721,F,S,1,33084,Y,50,19771,105,9885,988,26,3,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,721.0,1.0,33084.0,50.0,19771.0,105.0,9885.0,988.0,26.0,3.0,8.0,0.0]","[16.41084945040372,2.3296656792500308,1.2594848703462427]","[0.8205424725201863,0.11648328396250159,0.06297424351731215]",0.0,High
230,722,F,S,0,20913,N,53,22992,65,11496,1149,16,5,8,1149,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,722.0,0.0,20913.0,53.0,22992.0,65.0,11496.0,1149.0,16.0,5.0,8.0,1149.0]","[2.5846880747030383,16.165299308455324,1.2500126168416341]","[0.12923440373515194,0.8082649654227664,0.06250063084208171]",1.0,Low
231,725,F,S,1,540,Y,39,12341,7,6170,617,1,1,5,617,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,725.0,1.0,540.0,39.0,12341.0,7.0,6170.0,617.0,1.0,1.0,5.0,617.0]","[1.0977609970267042,18.202630049635513,0.6996089533377806]","[0.05488804985133522,0.9101315024817758,0.034980447666889035]",1.0,Low
232,728,F,S,2,72583,Y,22,5970,27,1492,149,4,5,19,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,728.0,2.0,72583.0,22.0,5970.0,27.0,1492.0,149.0,4.0,5.0,19.0,0.0]","[15.009796823987715,0.0,4.990203176012282]","[0.7504898411993859,0.0,0.24951015880061417]",0.0,High
233,741,F,S,2,11251,Y,43,28422,113,14211,1421,28,3,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,741.0,2.0,11251.0,43.0,28422.0,113.0,14211.0,1421.0,28.0,3.0,7.0,0.0]","[16.334956840660617,2.3514200992567207,1.313623060082663]","[0.8167478420330309,0.11757100496283604,0.06568115300413316]",0.0,High
234,742,M,M,0,70908,N,50,7700,43,1925,192,6,2,11,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,742.0,0.0,70908.0,50.0,7700.0,43.0,1925.0,192.0,6.0,2.0,11.0,0.0]","[3.223602627561968,0.007142857142857143,16.769254515295174]","[0.1611801313780984,0.00035714285714285714,0.8384627257647587]",2.0,Medium
235,743,M,S,0,94928,N,40,14421,73,7210,721,18,5,8,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,743.0,0.0,94928.0,40.0,14421.0,73.0,7210.0,721.0,18.0,5.0,8.0,0.0]","[15.574286834067557,2.7859250245867666,1.639788141345674]","[0.7787143417033778,0.13929625122933834,0.0819894070672837]",0.0,High
236,745,M,M,0,78000,Y,50,16201,18,8100,810,4,1,10,810,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,745.0,0.0,78000.0,50.0,16201.0,18.0,8100.0,810.0,4.0,1.0,10.0,810.0]","[2.4396058368987035,17.226168601232352,0.3342255618689454]","[0.12198029184493517,0.8613084300616176,0.01671127809344727]",1.0,Low
237,748,F,M,1,56722,N,61,17371,51,8685,868,12,4,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,748.0,1.0,56722.0,61.0,17371.0,51.0,8685.0,868.0,12.0,4.0,8.0,0.0]","[16.19252111709533,2.3296656792500308,1.4778132036546383]","[0.8096260558547665,0.11648328396250156,0.07389066018273192]",0.0,High
238,749,M,M,1,80000,N,39,0,0,0,0,0,0,0,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","(16,[1,3,4,5,6,7],[1.0,1.0,749.0,1.0,80000.0,39.0])","[19.953125,0.0,0.046875]","[0.99765625,0.0,0.00234375]",0.0,High
239,750,F,S,2,3416,Y,23,18971,104,9485,948,26,3,5,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,750.0,2.0,3416.0,23.0,18971.0,104.0,9485.0,948.0,26.0,3.0,5.0,0.0]","[16.304340277939627,2.5697578037565205,1.1259019183038501]","[0.8152170138969815,0.12848789018782605,0.056295095915192515]",0.0,High
240,752,M,M,0,80000,Y,53,15271,25,7635,763,6,3,8,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,752.0,0.0,80000.0,53.0,15271.0,25.0,7635.0,763.0,6.0,3.0,8.0,0.0]","[14.074990952344937,4.019246812083398,1.9057622355716628]","[0.7037495476172468,0.2009623406041699,0.09528811177858314]",0.0,High
241,755,M,M,0,5745,Y,15,26402,17,13201,1320,4,1,8,1320,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,755.0,0.0,5745.0,15.0,26402.0,17.0,13201.0,1320.0,4.0,1.0,8.0,1320.0]","[1.9380063530879066,16.685278196062246,1.3767154508498491]","[0.09690031765439532,0.8342639098031122,0.06883577254249244]",1.0,Low
242,758,M,S,0,70000,Y,48,4910,82,1227,122,12,3,20,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,758.0,0.0,70000.0,48.0,4910.0,82.0,1227.0,122.0,12.0,3.0,20.0,0.0]","[16.03013639931992,0.0,3.9698636006800743]","[0.8015068199659963,0.0,0.19849318003400374]",0.0,High
243,761,F,M,2,81913,Y,50,6700,46,1675,167,6,4,16,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,761.0,2.0,81913.0,50.0,6700.0,46.0,1675.0,167.0,6.0,4.0,16.0,0.0]","[15.483636579986415,0.0,4.516363420013583]","[0.7741818289993208,0.0,0.22581817100067916]",0.0,High
244,762,F,S,0,919,N,38,27282,93,13641,1364,23,1,10,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,762.0,0.0,919.0,38.0,27282.0,93.0,13641.0,1364.0,23.0,1.0,10.0,0.0]","[15.30451329449711,2.4270425294281712,2.2684441760747163]","[0.7652256647248556,0.12135212647140858,0.11342220880373584]",0.0,High
245,765,F,M,0,14573,N,65,26612,236,13306,1330,59,3,8,1330,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,765.0,0.0,14573.0,65.0,26612.0,236.0,13306.0,1330.0,59.0,3.0,8.0,1330.0]","[3.2006555859695984,15.271126645101155,1.5282177689292444]","[0.16003277929847992,0.7635563322550578,0.07641088844646222]",1.0,Low
246,767,F,S,2,8392,Y,37,25032,54,12516,1251,13,5,8,1251,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,767.0,2.0,8392.0,37.0,25032.0,54.0,12516.0,1251.0,13.0,5.0,8.0,1251.0]","[2.1696012451229336,16.928610022082083,0.9017887327949833]","[0.10848006225614668,0.8464305011041041,0.04508943663974917]",1.0,Low
247,771,M,M,1,69406,Y,47,6900,128,1725,172,19,5,13,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,771.0,1.0,69406.0,47.0,6900.0,128.0,1725.0,172.0,19.0,5.0,13.0,0.0]","[2.1579921839273415,0.016946778711484593,17.825061037361174]","[0.10789960919636707,0.0008473389355742296,0.8912530518680587]",2.0,Medium
248,780,F,M,2,63670,Y,46,27392,51,13696,1369,12,3,8,1369,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,780.0,2.0,63670.0,46.0,27392.0,51.0,13696.0,1369.0,12.0,3.0,8.0,1369.0]","[2.507909702834376,16.50814982307711,0.9839404740885157]","[0.12539548514171878,0.8254074911538555,0.049197023704425774]",1.0,Low
249,785,F,M,2,57483,N,44,17011,27,8505,850,6,5,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,785.0,2.0,57483.0,44.0,17011.0,27.0,8505.0,850.0,6.0,5.0,5.0,0.0]","[16.23965995857424,2.91189266680297,0.8484473746227886]","[0.811982997928712,0.1455946333401485,0.04242236873113943]",0.0,High
250,786,F,S,2,21274,N,46,10871,32,5435,543,8,2,5,543,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,786.0,2.0,21274.0,46.0,10871.0,32.0,5435.0,543.0,8.0,2.0,5.0,543.0]","[1.9560743593420054,17.276875451164077,0.7670501894939145]","[0.09780371796710029,0.863843772558204,0.03835250947469573]",1.0,Low
251,791,F,S,1,12374,Y,33,17491,106,8745,874,26,3,10,874,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,791.0,1.0,12374.0,33.0,17491.0,106.0,8745.0,874.0,26.0,3.0,10.0,874.0]","[2.23476691268105,16.980993440502118,0.7842396468168328]","[0.1117383456340525,0.849049672025106,0.03921198234084164]",1.0,Low
252,793,F,M,2,84948,Y,29,11141,12,5570,557,3,5,9,557,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,793.0,2.0,84948.0,29.0,11141.0,12.0,5570.0,557.0,3.0,5.0,9.0,557.0]","[1.6592321013946494,18.135647481202415,0.20512041740293757]","[0.08296160506973245,0.9067823740601206,0.010256020870146878]",1.0,Low
253,795,M,M,2,21416,N,36,9900,8,2475,247,1,4,13,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,795.0,2.0,21416.0,36.0,9900.0,8.0,2475.0,247.0,1.0,4.0,13.0,0.0]","[3.872128858670614,0.2813698556345615,15.846501285694826]","[0.19360644293353071,0.014068492781728077,0.7923250642847413]",2.0,Medium
254,797,M,S,1,3960,N,15,29782,66,14891,1489,16,5,9,1489,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,797.0,1.0,3960.0,15.0,29782.0,66.0,14891.0,1489.0,16.0,5.0,9.0,1489.0]","[1.9952375610505118,16.51379181363808,1.490970625311407]","[0.0997618780525256,0.825689590681904,0.07454853126557034]",1.0,Low
255,802,F,M,2,88427,N,14,22462,43,11231,1123,10,5,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,802.0,2.0,88427.0,14.0,22462.0,43.0,11231.0,1123.0,10.0,5.0,8.0,0.0]","[16.968291233351138,1.9113335665258007,1.1203752001230576]","[0.848414561667557,0.09556667832629005,0.05601876000615289]",0.0,High
256,803,F,M,2,98003,Y,26,1030,83,257,25,12,1,18,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,803.0,2.0,98003.0,26.0,1030.0,83.0,257.0,25.0,12.0,1.0,18.0,0.0]","[11.156937104968957,0.0,8.843062895031043]","[0.5578468552484479,0.0,0.44215314475155215]",0.0,High
257,804,M,S,0,89142,N,54,3760,5,940,94,0,1,20,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,804.0,0.0,89142.0,54.0,3760.0,5.0,940.0,94.0,0.0,1.0,20.0,0.0]","[15.684442458831551,0.0,4.315557541168449]","[0.7842221229415776,0.0,0.21577787705842244]",0.0,High
258,813,F,S,2,43000,N,20,39003,35,19501,1950,8,1,10,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,813.0,2.0,43000.0,20.0,39003.0,35.0,19501.0,1950.0,8.0,1.0,10.0,0.0]","[16.734542158655216,1.2086543487057197,2.056803492639061]","[0.8367271079327608,0.060432717435285985,0.10284017463195305]",0.0,High
259,818,F,M,2,64816,Y,31,21002,6,10501,1050,1,3,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,818.0,2.0,64816.0,31.0,21002.0,6.0,10501.0,1050.0,1.0,3.0,8.0,0.0]","[16.76164162336358,2.0719531107114477,1.1664052659249704]","[0.8380820811681791,0.10359765553557239,0.05832026329624852]",0.0,High
260,821,F,M,2,41876,Y,44,6780,132,1695,169,19,5,10,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,821.0,2.0,41876.0,44.0,6780.0,132.0,1695.0,169.0,19.0,5.0,10.0,0.0]","[2.8667833927185504,0.016946778711484593,17.116269828569965]","[0.14333916963592752,0.0008473389355742296,0.8558134914284983]",2.0,Medium
261,822,M,M,0,96223,Y,65,11811,5,5905,590,1,2,9,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,822.0,0.0,96223.0,65.0,11811.0,5.0,5905.0,590.0,1.0,2.0,9.0,0.0]","[12.121355103053256,3.666689211735622,4.211955685211122]","[0.6060677551526628,0.1833344605867811,0.21059778426055611]",0.0,High
262,823,F,S,0,15989,N,62,3670,25,917,91,3,1,19,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,823.0,0.0,15989.0,62.0,3670.0,25.0,917.0,91.0,3.0,1.0,19.0,0.0]","[16.0435265776898,0.0,3.9564734223101983]","[0.80217632888449,0.0,0.1978236711155099]",0.0,High
263,826,M,M,0,96681,Y,20,2000,40,500,50,6,1,11,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,826.0,0.0,96681.0,20.0,2000.0,40.0,500.0,50.0,6.0,1.0,11.0,0.0]","[4.0803597732363,0.007142857142857143,15.912497369620842]","[0.20401798866181503,0.00035714285714285714,0.7956248684810421]",2.0,Medium
264,830,F,M,2,64977,N,38,28112,17,14056,1405,4,4,5,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,830.0,2.0,64977.0,38.0,28112.0,17.0,14056.0,1405.0,4.0,4.0,5.0,0.0]","[15.865865860951189,2.4738861292699243,1.660248009778889]","[0.7932932930475594,0.12369430646349619,0.08301240048894444]",0.0,High
265,833,F,M,0,59008,Y,30,12861,18,6430,643,4,5,10,643,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,833.0,0.0,59008.0,30.0,12861.0,18.0,6430.0,643.0,4.0,5.0,10.0,643.0]","[2.3279952041200165,17.175815082961766,0.49618971291821506]","[0.11639976020600082,0.8587907541480883,0.024809485645910755]",1.0,Low
266,846,M,M,0,95448,Y,54,24242,5,12121,1212,1,1,5,1212,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[0.0,1.0,0.0,0.0,846.0,0.0,95448.0,54.0,24242.0,5.0,12121.0,1212.0,1.0,1.0,5.0,1212.0]","[1.8780856967087398,16.753711278081994,1.3682030252092654]","[0.09390428483543699,0.8376855639040997,0.06841015126046326]",1.0,Low
267,847,M,S,1,24141,Y,17,28822,97,14411,1441,24,3,6,1441,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,847.0,1.0,24141.0,17.0,28822.0,97.0,14411.0,1441.0,24.0,3.0,6.0,1441.0]","[2.1948102786532164,16.836726526918326,0.9684631944284549]","[0.10974051393266084,0.8418363263459164,0.04842315972142275]",1.0,Low
268,848,M,S,2,63152,Y,63,29932,40,14966,1496,10,3,9,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[0.0,0.0,1.0,0.0,848.0,2.0,63152.0,63.0,29932.0,40.0,14966.0,1496.0,10.0,3.0,9.0,0.0]","[15.492296826879707,1.7371286836667235,2.7705744894535687]","[0.7746148413439854,0.08685643418333618,0.13852872447267844]",0.0,High
269,849,M,S,2,72084,N,56,29112,9,14556,1455,2,5,5,0,1.0,"(1,[],[])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[0.0,0.0,1.0,1.0,849.0,2.0,72084.0,56.0,29112.0,9.0,14556.0,1455.0,2.0,5.0,5.0,0.0]","[15.908446295126055,2.6647588428526428,1.4267948620213033]","[0.7954223147563028,0.13323794214263213,0.07133974310106517]",0.0,High
270,852,F,M,0,27371,Y,41,16141,126,8070,807,31,2,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,852.0,0.0,27371.0,41.0,16141.0,126.0,8070.0,807.0,31.0,2.0,9.0,0.0]","[15.798453486065261,2.6586821525732334,1.5428643613615043]","[0.789922674303263,0.13293410762866167,0.07714321806807521]",0.0,High
271,855,F,S,0,95786,Y,46,21332,87,10666,1066,21,5,6,1066,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,855.0,0.0,95786.0,46.0,21332.0,87.0,10666.0,1066.0,21.0,5.0,6.0,1066.0]","[2.5364691789887743,16.996922174763245,0.46660864624798054]","[0.12682345894943872,0.8498461087381622,0.02333043231239903]",1.0,Low
272,862,M,M,0,19732,N,51,24812,22,12406,1240,5,1,9,1240,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,862.0,0.0,19732.0,51.0,24812.0,22.0,12406.0,1240.0,5.0,1.0,9.0,1240.0]","[2.9286764124602565,16.158394751808096,0.9129288357316496]","[0.14643382062301283,0.8079197375904048,0.04564644178658248]",1.0,Low
273,868,M,M,0,19749,N,60,20222,13,10111,1011,3,3,6,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,868.0,0.0,19749.0,60.0,20222.0,13.0,10111.0,1011.0,3.0,3.0,6.0,0.0]","[13.847764946428098,4.741743280718779,1.4104917728531212]","[0.6923882473214049,0.23708716403593896,0.07052458864265607]",0.0,High
274,871,F,M,2,47902,N,26,17441,49,8720,872,12,2,9,872,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,871.0,2.0,47902.0,26.0,17441.0,49.0,8720.0,872.0,12.0,2.0,9.0,872.0]","[2.392415328284971,17.304047979129734,0.30353669258529503]","[0.11962076641424854,0.8652023989564868,0.015176834629264752]",1.0,Low
275,874,F,S,1,17540,Y,63,22172,13,11086,1108,3,3,7,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",1.0,"(1,[],[])","[1.0,0.0,1.0,0.0,874.0,1.0,17540.0,63.0,22172.0,13.0,11086.0,1108.0,3.0,3.0,7.0,0.0]","[15.554165549284665,2.7817720521956177,1.6640623985197165]","[0.7777082774642332,0.1390886026097809,0.08320311992598582]",0.0,High
276,875,F,M,0,83891,Y,61,28922,45,14461,1446,11,2,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,875.0,0.0,83891.0,61.0,28922.0,45.0,14461.0,1446.0,11.0,2.0,9.0,0.0]","[15.203070454729023,2.973882794703556,1.8230467505674224]","[0.7601535227364511,0.1486941397351778,0.09115233752837112]",0.0,High
277,892,F,M,2,83284,Y,28,26912,9,13456,1345,2,5,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,892.0,2.0,83284.0,28.0,26912.0,9.0,13456.0,1345.0,2.0,5.0,9.0,0.0]","[15.96288876087917,2.4007046925262543,1.6364065465945734]","[0.7981444380439585,0.12003523462631271,0.08182032732972867]",0.0,High
278,893,M,M,1,39229,N,26,28822,13,14411,1441,3,4,5,1441,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,893.0,1.0,39229.0,26.0,28822.0,13.0,14411.0,1441.0,3.0,4.0,5.0,1441.0]","[1.3326831306575444,18.024318700160794,0.642998169181664]","[0.06663415653287721,0.9012159350080398,0.0321499084590832]",1.0,Low
279,894,F,S,0,68427,N,42,23762,50,11881,1188,12,5,10,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,894.0,0.0,68427.0,42.0,23762.0,50.0,11881.0,1188.0,12.0,5.0,10.0,0.0]","[15.985601145886339,2.3274952549404317,1.686903599173227]","[0.7992800572943171,0.1163747627470216,0.08434517995866136]",0.0,High
280,896,F,S,0,98716,N,56,20972,13,10486,1048,3,4,6,1048,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,896.0,0.0,98716.0,56.0,20972.0,13.0,10486.0,1048.0,3.0,4.0,6.0,1048.0]","[2.9202781936366446,14.51032638455272,2.569395421810636]","[0.14601390968183223,0.7255163192276359,0.1284697710905318]",1.0,Low
281,898,F,M,2,84789,N,50,14221,10,7110,711,2,4,7,711,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,898.0,2.0,84789.0,50.0,14221.0,10.0,7110.0,711.0,2.0,4.0,7.0,711.0]","[2.294269473182988,17.461202557588035,0.2445279692289795]","[0.11471347365914937,0.8730601278794016,0.012226398461448974]",1.0,Low
282,900,F,M,0,32703,Y,65,16801,56,8400,840,14,5,8,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",1.0,"(1,[],[])","[1.0,1.0,0.0,0.0,900.0,0.0,32703.0,65.0,16801.0,56.0,8400.0,840.0,14.0,5.0,8.0,0.0]","[14.771759475291645,2.836682482028591,2.3915580426797622]","[0.7385879737645823,0.14183412410142954,0.11957790213398811]",0.0,High
283,901,F,M,2,8204,N,53,15591,24,7795,779,6,5,9,0,0.0,"(1,[0],[1.0])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[1.0,1.0,0.0,1.0,901.0,2.0,8204.0,53.0,15591.0,24.0,7795.0,779.0,6.0,5.0,9.0,0.0]","[17.177908078956843,1.9070977757358405,0.9149941453073156]","[0.8588954039478421,0.09535488878679202,0.04574970726536578]",0.0,High
284,902,M,M,1,97180,N,33,8210,45,2052,205,6,4,18,0,1.0,"(1,[],[])",0.0,"(2,[0],[1.0])",0.0,"(1,[0],[1.0])","[0.0,1.0,0.0,1.0,902.0,1.0,97180.0,33.0,8210.0,45.0,2052.0,205.0,6.0,4.0,18.0,0.0]","[15.140074120098788,0.0,4.85992587990121]","[0.7570037060049394,0.0,0.2429962939950605]",0.0,High
285,903,F,S,2,38280,N,34,11641,74,5820,582,18,5,8,0,0.0,"(1,[0],[1.0])",1.0,"(2,[1],[1.0])",0.0,"(1,[0],[1.0])","[1.0,0.0,1.0,1.0,903.0,2.0,38280.0,34.0,11641.0,74.0,5820.0,582.0,18.0,5.0,8.0,0.0]","[16.996850021042604,1.7376258782550058,1.2655241007023932]","[0.8498425010521301,0.08688129391275028,0.06327620503511965]",0.0,High
